0.00032	0.07122	0.75162	0.17683	3
0.24231	0.28897	0.37997	0.08876	3
0.006	0.79549	0.02161	0.1769	2
0.07337	0.659	0.16141	0.10622	2
0.04269	0.67954	0.09628	0.18149	2
0.66205	0.14445	0.06891	0.12459	1
0.07934	0.39819	0.04175	0.48072	4
0.65532	0.15919	0.00923	0.17626	1
0.05973	0.74179	0.06775	0.13074	2
0.00577	0.22199	0.48304	0.2892	3
0.03071	0.71091	0.04386	0.21452	2
0.00416	0.88484	0.00282	0.10818	2
0.10581	0.17185	0.08357	0.63877	4
0.13705	0.13058	0.37423	0.35813	3
0.00438	0.68107	0.01019	0.30436	2
0.77361	0.13208	0.05152	0.04279	1
0.66868	0.15011	0.02569	0.15552	1
0.17491	0.52324	0.07498	0.22687	2
0.02397	0.09292	0.73951	0.1436	3
0.01656	0.25059	0.55716	0.17569	3
0.01396	0.54116	0.19036	0.25451	2
0.41743	0.47727	0.02643	0.07888	2
0.0092	0.75854	0.01193	0.22033	2
0.0186	0.50441	0.23096	0.24602	2
0.00797	0.8755	0.01477	0.10176	2
0.00074	0.51176	0.13882	0.34868	2
0.14213	0.20104	0.05477	0.60206	4
0.03417	0.38962	0.31147	0.26474	2
0.03026	0.59989	0.04249	0.32737	2
0.18872	0.57662	0.00717	0.22749	2
0.671	0.08543	0.12103	0.12253	1
0.00107	0.76407	0.07878	0.15608	2
0.11559	0.04425	0.7155	0.12466	3
0.01345	0.42212	0.17726	0.38717	4
0.06158	0.3635	0.15273	0.42219	4
0.002	0.67814	0.19702	0.12284	2
0.74462	0.16722	0.04285	0.0453	1
0.14425	0.39533	0.12955	0.33088	2
0.00014	0.00526	0.94114	0.05347	3
0.00985	0.68093	0.04372	0.2655	2
0.00222	0.0096	0.97906	0.00913	3
0.00118	0.00539	0.98156	0.01187	3
0.14818	0.74152	0.00305	0.10725	2
0.00542	0.05347	0.76321	0.17791	3
0.00835	0.56392	0.00568	0.42204	2
0.01447	0.0876	0.77982	0.1181	3
0.04962	0.25221	0.46098	0.23719	3
0.00185	0.00193	0.98891	0.00731	3
0.00382	0.0329	0.8978	0.06548	3
0.00126	0.27296	0.58246	0.14332	3
0.01938	0.12657	0.79444	0.05961	3
0.0187	0.25994	0.62771	0.09364	3
0.06375	0.11296	0.40046	0.42282	4
0.02088	0.47621	0.05091	0.452	2
0.13993	0.24027	0.42989	0.18991	3
0.00169	0.04421	0.93476	0.01935	3
0.2451	0.25872	0.24338	0.2528	3
0.27919	0.50419	0.0039	0.21271	2
0.00232	0.01184	0.93442	0.05142	3
0.0	0.0	0.99893	0.00107	3
0.02214	0.10008	0.80844	0.06934	3
0.00468	0.20209	0.65542	0.13782	3
0.03829	0.82267	0.02742	0.11163	2
0.18544	0.64631	0.03901	0.12923	2
0.00486	0.20061	0.51409	0.28045	3
0.00879	0.84184	0.01596	0.13341	2
0.00026	0.04117	0.9317	0.02687	3
0.00829	0.06521	0.85827	0.06824	3
0.05465	0.78642	0.01918	0.13975	2
0.04658	0.38933	0.02906	0.53502	4
0.34962	0.13014	0.39339	0.12684	3
0.0706	0.09156	0.6649	0.17294	3
0.00486	0.01739	0.9617	0.01605	3
0.00412	0.06598	0.85343	0.07646	3
0.08153	0.33095	0.36562	0.22191	3
0.0228	0.0011	0.97427	0.00184	3
0.4005	0.42162	0.00859	0.1693	2
0.00468	0.0109	0.96652	0.0179	3
0.00309	0.06272	0.70171	0.23248	3
0.01364	0.14707	0.71715	0.12214	3
0.05336	0.55905	0.09205	0.29554	2
6e-05	0.04524	0.86889	0.08581	3
0.00334	0.58744	0.03783	0.37139	2
0.0008	0.00315	0.99164	0.00442	3
0.16839	0.44479	0.1294	0.25741	2
0.03281	0.06899	0.78828	0.10992	3
0.00011	0.01443	0.95839	0.02708	3
0.00249	0.63507	0.01688	0.34557	2
0.02758	0.75547	0.00832	0.20863	2
0.00075	0.05397	0.80958	0.1357	3
0.02779	0.51603	0.04097	0.41521	2
0.145	0.57087	0.00307	0.28107	2
0.30644	0.47613	0.00911	0.20832	2
0.00321	0.59363	0.01352	0.38964	2
0.09477	0.01324	0.87457	0.01741	3
0.23005	0.37459	0.28574	0.10962	2
0.00429	0.00509	0.9751	0.01552	3
0.02877	0.5841	0.10583	0.2813	2
0.38268	0.37649	0.00405	0.23679	2
0.58515	0.09746	0.2166	0.10079	1
0.01075	0.00486	0.96504	0.01936	3
0.00084	0.01404	0.97591	0.0092	3
0.03282	0.21351	0.41985	0.33382	3
0.00702	0.6363	0.08289	0.27379	2
0.00023	0.02142	0.95345	0.0249	3
0.04015	0.09871	0.80622	0.05492	3
0.0049	0.56621	0.06534	0.36355	2
0.00739	0.4025	0.02603	0.56408	4
0.00058	0.00094	0.99489	0.00359	3
