0.16667	0.20833	0.54167	0.08333	3
0.06148	0.07319	0.79928	0.06604	3
0.25	0.0625	0.4375	0.25	3
0.08974	0.14744	0.67308	0.08974	3
0.04348	0.30435	0.52174	0.13043	3
0.39917	0.13514	0.33264	0.13306	1
0.22222	0.11111	0.38889	0.27778	3
0.06193	0.30966	0.49545	0.13295	3
0.58824	0.23529	0.17647	0.0	1
0.28	0.32	0.04	0.36	4
0.23529	0.17647	0.41176	0.17647	3
0.20833	0.5	0.25	0.04167	2
0.22222	0.22222	0.38889	0.16667	3
0.35	0.25	0.3	0.1	1
0.13586	0.27541	0.40758	0.18115	3
0.29246	0.06412	0.40945	0.23397	3
0.13043	0.08696	0.6087	0.17391	3
0.17647	0.29412	0.29412	0.23529	3
0.38889	0.38889	0.11111	0.11111	2
0.13043	0.47826	0.30435	0.08696	2
0.12	0.28	0.44	0.16	3
0.33333	0.28571	0.19048	0.19048	1
0.33037	0.166	0.2753	0.22833	1
0.05011	0.09245	0.70155	0.1559	3
0.27273	0.36364	0.0	0.36364	4
0.26316	0.26316	0.26316	0.21053	3
0.14302	0.19069	0.5244	0.14189	3
0.1	0.45	0.15	0.3	2
0.55781	0.24791	0.12396	0.07032	1
0.08696	0.47826	0.21739	0.21739	2
0.04762	0.42857	0.42857	0.09524	3
0.04354	0.21768	0.60818	0.13061	3
0.18182	0.18182	0.36364	0.27273	3
0.35714	0.14286	0.42857	0.07143	3
0.40909	0.27273	0.09091	0.22727	1
0.41791	0.20896	0.20896	0.16418	1
0.26087	0.30435	0.21739	0.21739	2
0.21429	0.28571	0.42857	0.07143	3
0.15789	0.42105	0.15789	0.26316	2
0.09524	0.19048	0.57143	0.14286	3
0.28553	0.19223	0.39974	0.1225	3
0.31818	0.18182	0.27273	0.22727	1
0.49985	0.20023	0.24993	0.04999	1
0.0	0.30694	0.4578	0.23526	3
0.15382	0.07707	0.6922	0.07691	3
0.33333	0.2381	0.04762	0.38095	4
0.2963	0.37037	0.18519	0.14815	2
0.20532	0.36572	0.30797	0.12099	2
0.2963	0.33333	0.22222	0.14815	2
0.12324	0.12324	0.67784	0.07567	3
0.0367	0.40367	0.44954	0.11009	3
0.18182	0.18182	0.45455	0.18182	3
0.18673	0.06224	0.68467	0.06635	3
0.1111	0.16676	0.61104	0.1111	3
0.2856	0.07182	0.57119	0.0714	3
0.55425	0.00234	0.33255	0.11085	1
0.07692	0.0	0.53846	0.38462	3
0.16667	0.375	0.20833	0.25	2
0.21429	0.28571	0.5	0.0	3
0.20985	0.15739	0.36724	0.26552	3
0.38235	0.26471	0.20588	0.14706	1
0.14286	0.47619	0.28571	0.09524	2
0.11974	0.23948	0.58092	0.05987	3
0.16667	0.20833	0.54167	0.08333	3
0.36	0.12	0.32	0.2	1
0.04753	0.09506	0.66539	0.19203	3
0.375	0.25	0.25	0.125	1
0.22181	0.16821	0.44362	0.16636	3
0.3125	0.25	0.25	0.1875	1
0.19048	0.47619	0.19048	0.14286	2
0.14789	0.18658	0.51763	0.14789	3
0.19992	0.00039	0.66641	0.13328	3
0.21739	0.3913	0.26087	0.13043	2
0.11111	0.14815	0.62963	0.11111	3
0.30657	0.45985	0.15328	0.08029	2
0.19826	0.08803	0.55511	0.1586	3
0.14815	0.25926	0.44444	0.14815	3
0.15789	0.15789	0.63158	0.05263	3
0.125	0.16667	0.45833	0.25	3
0.27778	0.22222	0.27778	0.22222	3
0.05556	0.16667	0.55556	0.22222	3
0.18806	0.15372	0.47016	0.18806	3
0.29167	0.5	0.125	0.08333	2
0.04348	0.43478	0.30435	0.21739	2
0.5	0.18182	0.22727	0.09091	1
0.46429	0.25	0.14286	0.14286	1
0.14286	0.21429	0.5	0.14286	3
0.125	0.25	0.25	0.375	4
0.42105	0.26316	0.05263	0.26316	1
0.04762	0.19048	0.57143	0.19048	3
0.17617	0.22021	0.51543	0.0882	3
0.47814	0.13066	0.1304	0.2608	1
0.22979	0.08086	0.53617	0.15319	3
0.33333	0.16667	0.41667	0.08333	3
0.07692	0.34615	0.46154	0.11538	3
0.10482	0.16147	0.57649	0.15722	3
0.64286	0.21429	0.0	0.14286	1
0.19048	0.38095	0.28571	0.14286	2
0.14815	0.18519	0.44444	0.22222	3
0.11111	0.22222	0.33333	0.33333	4
0.125	0.1875	0.6875	0.0	3
0.10526	0.47368	0.10526	0.31579	2
0.13043	0.26087	0.17391	0.43478	4
0.07972	0.39949	0.35873	0.16207	2
0.2	0.1	0.45	0.25	3
0.2855	0.1725	0.34259	0.19941	3
0.27174	0.23913	0.27174	0.21739	3
0.07143	0.35714	0.42857	0.14286	3
0.38095	0.14286	0.38095	0.09524	3
0.03455	0.31099	0.51625	0.13822	3
0.22526	0.144	0.40547	0.22526	3
0.7	0.0	0.3	0.0	1
0.61602	0.19918	0.1848	0.0	1
0.21739	0.43478	0.26087	0.08696	2
0.09524	0.28571	0.47619	0.14286	3
0.30769	0.23077	0.38462	0.07692	3
0.30432	0.04357	0.65211	0.0	3
0.27627	0.13568	0.44203	0.14603	3
0.0401	0.12029	0.59904	0.24057	3
0.25926	0.07407	0.55556	0.11111	3
0.33329	0.00012	0.38884	0.27775	3
0.14815	0.37037	0.25926	0.22222	2
0.0	0.09997	0.79977	0.10026	3
0.0	0.1875	0.5625	0.25	3
0.44	0.24	0.2	0.12	1
0.14273	0.2388	0.1903	0.42818	4
0.11111	0.22222	0.44444	0.22222	3
0.29412	0.11765	0.52941	0.05882	3
0.18519	0.22222	0.40741	0.18519	3
0.04545	0.45455	0.27273	0.22727	2
0.47368	0.31579	0.10526	0.10526	1
0.30769	0.23077	0.30769	0.15385	3
0.21429	0.28571	0.07143	0.42857	4
0.24649	0.08514	0.49298	0.17539	3
0.19231	0.19231	0.42308	0.19231	3
0.3	0.4	0.05	0.25	2
